id,d1,startaca,aca,endaca,m4all,endm4all,startq1,q1a,q1b,q1c,q1d,q1e,q1f,q2a,q2b,q2c,q2d,q2e,q11,endq2,startq3,q3a,q3b,q4,q5,q6,q7,endq7,startq8,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,endq8,partystart,party,partylean,party3,party5,q9,q10,endq11,startq12,q12a,q12b,q12c,q13,endq13,startq14,q14,q15,q16,q17,q18,q23,endq18,startdemos,rsex,gendervar,age,age2,recage,recage2,recage3,coverage,agecov,covtype,covtypeot,agecovtype,covself,covselfot,covmkt,q19,q20,starthealth,health,rechealth,rechealth2,prexa,endprx,startmarital,marital,employ,recemploy,employend,rvotestart,ideology,rvote,trumpapprove,trumpapprove2,trumpend,religstart,educ,receduc,receduc2,receduc3,hispanic,race,raceot,racethn,nativity,racethn2,income,recincome,endincome,startcell,cell,hhcell,landline,hhadults,moneystart,int,endint,timeend,cstate,cregion,density,intvwdate,inteview_length,sample07,sample10,sstate,sregion,sdivision,stz,sample17,sample19,sample240,sample,exchangstat,stateexpmedi,gvnrexpmedi,waiver,wt1,weight,standwt,weight_ssrs,lang,Division,changesex,iphoneuse,hphoneuse,state1,halfsamp,halfsamp2,state,sample239,sample241,USR
50000312,Male,61,Very unfavorable,81,Strongly oppose,103,103,Important but not a top priority,Important but not a top priority,Refused,Important but not a top priority,Not too important,Top priority,Very negative,Somewhat negative,Somewhat positive, ,Very negative,The federal government should allow insurance companies to sell these types of plans,314,314,Somewhat important, ,Not at all worried,Not too worried,"Yes, overturn", ,392,392,Keep it about the same,Keep it about the same,Increase spending, ,Decrease spending, ,Decrease spending, ,434,434,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Support, ,462,462,"No, should not take action","No, should not take action","No, should not take action",Both,566,566,Too much,"Major role, but not leading", ,About the same, ,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",639,639,Male,MALE,52, ,18-64,50-64,45-54,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Some other reason,721,Good,GOOD,E/VG/G,"No, no one in household has pre-existing condition",743,743,Married,Employed full-time,EMPLOYED,766,766,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,787,787,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,830,830, , ,"No, no home telephone",4 or more,881,Yes,984,984,Indiana,North Central,3,190412,16.3,CELL,20039387,Indiana,North Central,East North Central, , , ,A7,Cell phone,Federal,Yes,Yes - Republican Governor,Yes,1.192,3.2246,.8228,.9898,English,East North Central,sex = rsex,CPO,CPO HH,INDIANA,A,C,1,No,A,Suburban
50000316,Male,83,Very unfavorable,121,Strongly oppose,141,141,Important but not a top priority,Should not be done,Not too important,Not too important,Should not be done,Should not be done,Very negative,Very negative,Very negative, ,Very negative,The federal government should allow insurance companies to sell these types of plans,394,394,Very important, ,Not at all worried,Somewhat worried,"Yes, overturn", ,502,502,Increase spending,Keep it about the same,Increase spending, ,Decrease spending, ,Decrease spending, ,571,571,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Oppose, ,614,614,"No, should not take action","No, should not take action","No, should not take action",Both,763,763,Too much,"Major role, but not leading", ,About the same, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",870,870,Male,MALE,81, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,928,Only fair,ONLY FAIR/POOR,OF/P,"No, no one in household has pre-existing condition",969,969,Widowed,Retired,RETIRED,1000,1000,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1047,1047,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Less than $20,000",LESS THAN $40K,1092,1092, , ,"Yes, has a home telephone",1,1156,Yes,1315,1315,Georgia,South,2,190412,21.9,CELL,20021365,Georgia,South,South Atlantic, , , ,A7,Cell phone,Federal,No/Maybe,No/Maybe,No,.6802,1.214,.3098,.3727,English,South Atlantic,sex = rsex,Dual,Dual HH,GEORGIA,A,C,1,No,A,Suburban
50000317,Male,68,Very unfavorable,106,Strongly oppose,179,179,Top priority,Important but not a top priority,Should not be done,Important but not a top priority,Should not be done,Top priority,Very negative,Very negative,Very negative, ,Very negative,The federal government should allow insurance companies to sell these types of plans,465,465,Very important, ,Not too worried,Not too worried,"Yes, overturn", ,579,579,Decrease spending,Keep it about the same,Increase spending, ,Decrease spending, ,Decrease spending, ,645,645,Independent,Independent/don't lean to either party (VOL.),Pure Independents,INDEPENDENT/DON'T LEAN, , ,682,682,"No, should not take action","Yes, should take action","Yes, should take action",Both,844,844,Too much,"Major role, but not leading", ,About the same, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",969,969,Male,MALE,36, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer, , , ,No, ,1065,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1102,1102,Married,Employed full-time,EMPLOYED,1136,1136,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1174,1174,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,Other or mixed race,mixed,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","$100,000 or more",$90K+,1253,1253, , ,"No, no home telephone",2,1326,Yes,1384,1384,West Virginia,South,2,190412,22.9,CELL,20039070,West Virginia,South,South Atlantic, , , ,A7,Cell phone,Partnership,Yes,Yes - Republican Governor,No,1.192,3.0931,.7893,.9495,English,South Atlantic,sex = rsex,CPO,CPO HH,WEST VIRGINIA,A,C,1,No,A,Suburban
50000318,Male,89,Very unfavorable,160,Somewhat oppose,207,207,Top priority,Important but not a top priority,Important but not a top priority,Top priority,Should not be done,Should not be done, ,Somewhat negative,Very negative,Somewhat positive, ,The federal government should allow insurance companies to sell these types of plans,545,545, ,Somewhat important,Not at all worried,Not at all worried,"Yes, overturn", ,636,636,Increase spending,Keep it about the same, ,Keep it about the same, ,Increase spending, ,Keep it about the same,693,693,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Oppose, ,744,744,"Yes, should take action","Yes, should take action","Yes, should take action",Both,872,872,Don't Know, ,"Major role, but not leading", ,About right,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",993,993,Male,MALE,61, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,No, ,1066,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1117,1117,Married,Employed full-time,EMPLOYED,1146,1146,Conservative,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1190,1190,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,1255,1255, , ,"Yes, has a home telephone",3,1322,Yes,1372,1372,Kentucky,South,Lowest,190412,22.7,CELL,20026924,Kentucky,South,East South Central, , , ,A7,Cell phone,State,Yes,Yes - Republican Governor,Yes,.953,1.9422,.4956,.5962,English,East South Central,sex = rsex,Dual,Dual HH,KENTUCKY,B,C,1,No,A,Suburban
50000319,Female,68,Somewhat unfavorable,90,Somewhat favor,129,129,Top priority,Important but not a top priority,Important but not a top priority,Top priority,Important but not a top priority,Top priority, ,Very positive,Somewhat positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,349,349, ,Very important,Somewhat worried,Very worried, ,"Yes, overturn",429,429,Keep it about the same,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,474,474,Independent,Independent/don't lean to either party (VOL.),Pure Independents,INDEPENDENT/DON'T LEAN, , ,491,491,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,580,580,Too little, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",656,656,Female,FEMALE,31, ,18-64,30-49,25-34,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name, , , ,No, ,716,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",740,740,Separated,"Or, a homemaker or stay at home parent?",A HOMEMAKER OR STAY AT HOME PARENT,768,768,Conservative,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,797,797,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$20,000 to less than $30,000",LESS THAN $40K,851,851, , ,"No, no home telephone",2,889,Yes,918,918,Florida,South,3,190412,15.2,CELL,20038932,Florida,South,South Atlantic, , , ,A7,Cell phone,Federal,No/Maybe,No/Maybe,No,.7261,8.6223,2.2001,2.6468,English,South Atlantic,sex = rsex,CPO,CPO HH,FLORIDA,B,D,1,Yes,A,Suburban
50000322,Male,63,Don't Know,107,Somewhat favor,141,141,Don't Know,Not too important,Important but not a top priority,Important but not a top priority,Important but not a top priority,Top priority, ,Somewhat positive,Don't Know,Somewhat positive, ,The federal government should allow insurance companies to sell these types of plans,387,387, ,Not too important,Not too worried,Somewhat worried,"No, do not want to see it overturned", ,475,475,Increase spending,Keep it about the same, ,Increase spending, ,Decrease spending, ,Decrease spending,580,580,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Neither of these/something else (Vol.),616,616,"No, should not take action","No, should not take action","No, should not take action",Both,717,717,Too much, ,Minor role, ,Lower priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",828,828,Male,MALE,60, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,From (healthcare.gov or STATE SPECIFIC MARKETPLACE NAME), , ,Yes,Some other reason,956,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",993,993,Never been married,Employed full-time,EMPLOYED,1021,1021,Conservative,No,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1086,1086,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$30,000 to less than $40,000",LESS THAN $40K,1129,1129, , ,"No, no home telephone",4 or more,1176,Yes,1250,1250,Delaware,South,2,190412,20.7,CELL,20040206,Delaware,South,South Atlantic, , , ,A7,Cell phone,Partnership,Yes,Yes - Democratic/Independent,No,.7261,1.1874,.303,.3645,English,South Atlantic,sex = rsex,CPO,CPO HH,DELAWARE,B,C,1,Yes,A,Rural
50000323,Male,66,Somewhat favorable,95,Somewhat oppose,122,122,Not too important,Top priority,Top priority,Top priority,Should not be done,Top priority, ,Somewhat positive,Don't Know,Somewhat positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,350,350, ,Very important,Very worried,Very worried, ,Don't Know,464,464,Keep it about the same,Keep it about the same, ,Increase spending, ,Keep it about the same, ,Decrease spending,519,519,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,558,558,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,661,661,Too much, ,Minor role, ,Lower priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",790,790,Male,MALE,35, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Not in the plan's network,881,Good,GOOD,E/VG/G,"No, no one in household has pre-existing condition",915,915,Never been married,Employed full-time,EMPLOYED,952,952,Conservative,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,995,995,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","$75,000 to less than $90,000",$40K-$89K,1089,1089, , ,"No, no home telephone",2,1145,Yes,1346,1346,Florida,South,3,190412,22.3,CELL,20031154,Florida,South,South Atlantic, , , ,A7,Cell phone,Federal,No/Maybe,No/Maybe,No,.7261,3.6579,.9334,1.1229,English,South Atlantic,sex = rsex,CPO,CPO HH,FLORIDA,B,D,1,Yes,A,Suburban
50000324,Male,74,Very favorable,102,Strongly favor,121,121,Should not be done,Top priority,Important but not a top priority,Top priority,Top priority,Top priority,Somewhat positive,Very positive,Very positive, ,Somewhat positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,364,364,Not at all important, ,Somewhat worried,Somewhat worried, ,"No, do not want to see it overturned",469,469,Keep it about the same,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,518,518,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,548,548,"Yes, should take action","Yes, should take action","Yes, should take action",Both,653,653,About the right amount,Leading role, ,About the same, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",737,737,Male,MALE,38, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer, , , ,Yes,Not in the plan's network,803,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",832,832,Married,Employed full-time,EMPLOYED,847,847,Moderate,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,874,874,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,921,921, , ,"Yes, has a home telephone",2,981,Yes,1006,1006,Pennsylvania,Northeast,3,190412,16.6,CELL,20029039,Pennsylvania,Northeast,Mid Atlantic, , , ,A7,Cell phone,Federal,Yes,Yes - Democratic/Independent,No,.8661,2.399,.6121,.7364,English,Mid Atlantic,sex = rsex,Dual,Dual HH,PENNSYLVANIA,A,D,1,No,A,Suburban
50000325,Male,78,Very unfavorable,117,Strongly oppose,144,144,Top priority,Should not be done,Should not be done,Top priority,Should not be done,Should not be done,Very negative,Very negative,Very negative, ,Very negative,The federal government should allow insurance companies to sell these types of plans,333,333,Not at all important, ,Not at all worried,Not at all worried, ,"Yes, overturn",442,442,Decrease spending,Decrease spending,Increase spending, ,Decrease spending, ,Decrease spending, ,513,513,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Oppose, ,603,603,"No, should not take action","No, should not take action","No, should not take action",Refused,741,741,Too much,Leading role, ,Refused, ,Refused,845,845,Male,MALE,52, ,18-64,50-64,45-54,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer, , , ,No, ,943,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",975,975,Living with a partner,Employed full-time,EMPLOYED,1026,1026,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1052,1052,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,Yes,Black or African-American, ,HISPANIC,U.S.,HISPANIC - BORN IN US,"$75,000 to less than $90,000",$40K-$89K,1123,1123, , ,"Yes, has a home telephone",3,1206,Yes,1272,1272,Florida,South,2,190412,21,CELL,20038541,Florida,South,South Atlantic, , , ,A7,Cell phone,Federal,No/Maybe,No/Maybe,No,.953,3.0648,.7821,.9408,English,South Atlantic,sex = rsex,Dual,Dual HH,FLORIDA,A,D,1,No,A,Suburban
50000326,Male,80,Very favorable,109,Strongly favor,174,174,Should not be done,Important but not a top priority,Important but not a top priority,Important but not a top priority,Important but not a top priority,Important but not a top priority,Somewhat positive,Very positive,Neutral/Neither positive or negative (Vol.), ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,372,372,Very important, ,Somewhat worried,Not too worried, ,"No, do not want to see it overturned",469,469,Increase spending,Increase spending,Keep it about the same, ,Keep it about the same, ,Increase spending, ,528,528,Refused,Refused,Undesignated,UNDESIGNATED, , ,543,543,"Yes, should take action","Yes, should take action","No, should not take action",Insurance company,657,657,Too little,"Major role, but not leading", ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",753,753,Male,MALE,54, ,18-64,50-64,45-54,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,No, ,826,Good,GOOD,E/VG/G,"No, no one in household has pre-existing condition",855,855,Married,Employed full-time,EMPLOYED,882,882,Refused,No,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,918,918,"Some postgraduate or professional school, no postgraduate degree",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,982,982, , ,"No, no home telephone",2,1024,Yes,1069,1069,Michigan,North Central,3,190412,17.7,CELL,20033225,Michigan,North Central,East North Central, , , ,A7,Cell phone,Partnership,Yes,Yes - Democratic/Independent,Yes,1.192,2.4766,.6319,.7602,English,East North Central,sex = rsex,CPO,CPO HH,MICHIGAN,A,D,1,No,A,Urban
50000327,Male,60,Very unfavorable,83,Strongly oppose,101,101,Top priority,Not too important,Not too important,Should not be done,Should not be done,Not too important,Very negative,Very negative,Very negative, ,Somewhat negative,The federal government should allow insurance companies to sell these types of plans,395,395,Not too important, ,Not at all worried,Not at all worried, ,"No, do not want to see it overturned",541,541,Keep it about the same,Keep it about the same,Increase spending, ,Decrease spending, ,Keep it about the same, ,626,626,Independent,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Support, ,678,678,"Yes, should take action","Yes, should take action","No, should not take action",Don't Know,848,848,Too much,"Major role, but not leading", ,Higher priority, ,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",957,957,Male,MALE,67, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,1011,Very good,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",1043,1043,Married,Employed full-time,EMPLOYED,1066,1066,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1099,1099,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,1160,1160, , ,"No, no home telephone",2,1214,Yes,1251,1251,Utah,West,4,190412,20.6,CELL,20026471,Maryland,South,South Atlantic, , , ,A7,Cell phone,Federal,Yes,Yes - Republican Governor,Yes,1.192,4.4877,1.1451,1.3776,English,Mountain,sex = rsex,CPO,CPO HH,UTAH,A,D,1,No,A,Suburban
50000329,Male,94,Very unfavorable,153,Strongly oppose,180,180,Top priority,Important but not a top priority,Should not be done,Important but not a top priority,Should not be done,Should not be done, ,Very negative,Very negative,Very negative, ,It depends (Vol.),609,609, ,Somewhat important,Not at all worried,Not at all worried, ,"Yes, overturn",797,797,Keep it about the same,Increase spending, ,Decrease spending, ,Increase spending, ,Decrease spending,950,950,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Oppose, ,1134,1134,"No, should not take action","Yes, should take action","Yes, should take action",Both,1284,1284,Too much, ,No role at all, ,Lower priority,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",1447,1447,Male,MALE,57, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer, , , ,No, ,1532,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",1572,1572,Married,On disability and can't work,ON DISABILITY AND CAN'T WORK,1597,1597,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1632,1632,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",Refused,DK/RF,1686,1686, , ,"Yes, has a home telephone",2,1794,Yes,1858,1858,Michigan,North Central,2,190412,30.6,CELL,20025109,Michigan,North Central,East North Central, , , ,A7,Cell phone,Partnership,Yes,Yes - Democratic/Independent,Yes,.8661,1.8055,.4607,.5542,English,East North Central,sex = rsex,Dual,Dual HH,MICHIGAN,B,D,1,No,A,Suburban
50000331,Female,78,Very favorable,105,Strongly favor,129,129,Not too important,Top priority,Top priority,Top priority,Top priority,Top priority,Very positive,Very positive,Very positive, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,385,385,Very important, ,Very worried,Very worried, ,"No, do not want to see it overturned",517,517,Keep it about the same,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,594,594,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,631,631,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,751,751,About the right amount,Leading role, ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",848,848,Female,FEMALE,67, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,925,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",958,958,Married,Retired,RETIRED,995,995,Moderate,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1025,1025,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,1111,1111, , ,"Yes, has a home telephone",2,1180,Yes,1243,1243,North Carolina,South,2,190412,20.5,CELL,20029953,Florida,South,South Atlantic, , , ,A7,Cell phone,Federal,No/Maybe,No/Maybe,No,.8661,1.1933,.3045,.3663,English,South Atlantic,sex = rsex,Dual,Dual HH,NORTH CAROLINA,A,D,1,No,A,Rural
50000332,Male,62,Very unfavorable,89,Strongly oppose,109,109,Should not be done,Top priority,Important but not a top priority,Important but not a top priority,Should not be done,Top priority, ,Very negative,Very negative,Very negative, ,The federal government should allow insurance companies to sell these types of plans,309,309, ,Not too important,Not too worried,Not too worried,"Yes, overturn", ,400,400,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Increase spending, ,Keep it about the same,503,503,Independent,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Support, ,547,547,"Yes, should take action","No, should not take action","Yes, should take action",Both,681,681,About the right amount, ,"Major role, but not leading", ,About right,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",765,765,Male,MALE,70, ,65+,65+,65+,Covered by health insurance, ,Somewhere else,PRIVATE INSURANCE, , , , , , ,850,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",881,881,Married,Retired,RETIRED,897,897,Moderate,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,924,924,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,983,983, , ,"No, no home telephone",2,1028,Yes,1096,1096,Ohio,North Central,Highest,190412,18.1,CELL,20031152,Florida,South,South Atlantic, , , ,A7,Cell phone,Federal,Yes,Yes - Republican Governor,Yes,1.192,2.3619,.6027,.725,English,East North Central,sex = rsex,CPO,CPO HH,OHIO,B,C,1,No,A,Suburban
50000334,Male,60,Very unfavorable,82,Strongly oppose,100,100,Top priority,Top priority,Should not be done,Important but not a top priority,Should not be done,Top priority, ,Very negative,Very negative,Very negative, ,The federal government should allow insurance companies to sell these types of plans,318,318, ,Very important,Not too worried,Somewhat worried,"Yes, overturn", ,396,396,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,Keep it about the same,442,442,Independent,Independent/don't lean to either party (VOL.),Pure Independents,INDEPENDENT/DON'T LEAN, , ,466,466,"No, should not take action","No, should not take action","No, should not take action",Insurance company,604,604,About the right amount, ,"Major role, but not leading", ,About right,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",693,693,Male,MALE,60, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Not in the plan's network,774,Only fair,ONLY FAIR/POOR,OF/P,"Yes, someone in household has pre-existing condition",804,804,Married,Employed full-time,EMPLOYED,827,827,Conservative,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,861,861,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,920,920, , ,"Yes, has a home telephone",4 or more,983,Yes,1021,1021,South Carolina,South,2,190412,16.9,CELL,20017560,South Carolina,South,South Atlantic, , , ,A1,Cell phone,Federal,No/Maybe,No/Maybe,No,.953,1.6625,.4242,.5103,English,South Atlantic,sex = rsex,Dual,Dual HH,SOUTH CAROLINA,B,C,1,No,A,Suburban
50000335,Male,56,Somewhat favorable,81,Strongly favor,98,98,Should not be done,Top priority,Important but not a top priority,Not too important,Important but not a top priority,Top priority,Somewhat positive,Very positive,Very positive, ,Somewhat positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,303,303,Very important, ,Very worried,Very worried, ,"No, do not want to see it overturned",385,385,Increase spending,Increase spending,Decrease spending, ,Decrease spending, ,Decrease spending, ,422,422,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,454,454,"Yes, should take action","Yes, should take action","Yes, should take action",Both,547,547,Too much,"Major role, but not leading", ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",640,640,Male,MALE,41, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Not in the plan's network,723,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",753,753,Married,Employed full-time,EMPLOYED,782,782,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,805,805,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,852,852, , ,"No, no home telephone",2,888,Yes,986,986,Maryland,South,4,190412,16.3,CELL,20026689,Maryland,South,South Atlantic, , , ,A7,Cell phone,State,Yes,Yes - Republican Governor,No,1.192,3.7641,.9605,1.1554,English,South Atlantic,sex = rsex,CPO,CPO HH,MARYLAND,A,D,1,No,A,Suburban
